Hip	Const-abbreviations	Const-names	ProperName	B-F-ID	F-ID	B-ID	RA	Dec	Distance	Mag	AbsMag	Spectrum	ColorIndex
66878							13.70637328	82.75251097	111.6071429	5.92	0.6815400483	G9III	0.993
67210							13.7719718	38.5036561	123.7623762	5.92	0.4570568039	G9III	0.948
67292							13.79099578	-50.24932136	60.09615385	5.92	2.02576661	A3m...	0.279
68333							13.98818241	-50.36960607	102.8806584	5.92	0.8583313246	G8/K0III	0.957
73415							15.00314944	-77.16052523	268.8172043	5.92	-1.227285301	G8II	1.052
80991							16.54045984	60.82334694	102.8806584	5.92	0.8583313246	A2V	0.039
98383							19.98900416	45.77258164	144.7178003	5.92	0.1173902369	A5III	0.185
103360							20.94052435	49.19583069	390.625	5.92	-2.038800173	G8II-III	1.054
104968							21.26177546	77.01226067	256.4102564	5.92	-1.124676965	K5III	1.531
108195							21.91981642	-61.88638824	46.53327129	5.92	2.581182078	F1III	0.393
110532							22.39226526	-7.19444293	140.8450704	5.92	0.1762917436	G6V	0.998
112067							22.6992774	14.51644444	81.83306056	5.92	1.35535603	K0III:	1.114
114921							23.27771893	-44.48914171	88.33922261	5.92	1.189232134	K1III	1.053
13225	For	Fornax		Eta2		η2 For	2.83742968	-35.84368582	153.3742331	5.92	-0.0087620213	K0III	0.899
32463	Mon	Monoceros		16	16 Mon		6.77567188	8.5871691	342.4657534	5.92	-1.753085743	B2.5V	-0.173
40881	Cnc	Cancer		19Lam	19 Cnc	λ Cnc	8.34226369	24.02235699	128.5347044	5.92	0.3748979849	B9.5V	-0.039
42265	Cnc	Cancer		36	36 Cnc		8.61827397	9.65559645	141.4427157	5.92	0.167097069	A3V	0.083
81729	Her	Hercules		39	39 Her		16.69352733	26.91698945	42.82655246	5.92	2.761434425	F2III	0.402
27965	Ori	Orion		57	57 Ori		5.91574626	19.74962409	431.0344828	5.92	-2.252560076	B2V	-0.145
3760	Psc	Pisces		62	62 Psc		0.8048179	7.29991977	202.8397566	5.92	-0.6157654036	G8III	1.104
636							0.12968212	-22.50847542	80.32128514	5.93	1.405846757	A1V	0.141
2611							0.55286764	54.89508062	115.2073733	5.93	0.6225986259	K0III	1.037
13479							2.89313026	-22.37612257	93.19664492	5.93	1.08299861	G8/K0III	1.041
14036							3.01224811	10.87047197	135.3179973	5.93	0.273222192	K6	1.593
15004							3.22329397	48.17699884	95.51098376	5.93	1.029733408	G9III	0.972
15357							3.30069222	-28.797036	61.95786865	5.93	1.969517652	F3V+...	0.337
16029							3.43958881	-27.3176091	132.9787234	5.93	0.311089203	K0III	0.934
16358							3.51260973	6.18874381	158.4786054	5.93	-0.0698532038	G8III	0.953
18199							3.8925844	-46.8935886	110.3752759	5.93	0.7156409884	K3III	1.22
18723							4.01128429	-30.49070974	110.0110011	5.93	0.7228194161	A1V	0.036
24019							5.16251537	28.03060835	54.70459519	5.93	2.239880957	A5m	0.311
25790							5.50727036	15.3605429	105.5966209	5.93	0.811749895	A3Vn	0.103
26762							5.68488567	0.33768602	51.38746146	5.93	2.37571418	F0IV	0.311
27737							5.87227279	-57.15600008	127.2264631	5.93	0.4071127302	F7IV	0.656
28790							6.07782417	-45.07954967	27.0197244	5.93	3.771595426	F4V	0.493
29196							6.15901154	22.19027415	1886.792453	5.93	-5.448620652	K4III	1.626
31448							6.58822124	9.98835403	485.4368932	5.93	-2.500663898	K4III	1.508
34017							7.05843178	29.33909345	19.09490166	5.93	4.52541287	G4V	0.595
35304							7.29270007	52.13111463	186.9158879	5.93	-0.4282310899	K1III:	1.259
37046							7.61306854	55.75515475	85.98452279	5.93	1.257898574	K2III	1.123
37140							7.63163296	48.7739115	80.38585209	5.93	1.404101902	A5m	0.221
37428							7.68292301	23.01855829	467.2897196	5.93	-2.417931133	K5	1.561
45461							9.26465275	72.94646226	89.20606601	5.93	1.178028063	F0III	0.179
49164							10.0333625	-60.42089968	980.3921569	5.93	-4.026999141	A9IV	0.263
50993							10.41652799	-58.57631762	91.07468124	5.93	1.133011701	F2III	0.315
53394							10.92146194	-60.51720824	93.80863039	5.93	1.068786024	K0III	1.065
58158							11.92781364	-28.47703681	146.1988304	5.93	0.1052805086	K4III	1.499
63165							12.94214448	-72.18518249	214.1327623	5.93	-0.7234155972	G8III	1.115
63688							13.05148901	-71.47572327	483.0917874	5.93	-2.490148273	B1.5IIIne	0.002
68670							14.05738195	-56.21338128	162.601626	5.93	-0.1256244211	K2III	1.207
69995							14.3233097	-37.00280675	68.49315068	5.93	1.751764279	A1V	0.082
71759							14.67843344	13.53436103	53.10674456	5.93	2.3042516	F0V	0.238
77086							15.73963559	-41.81901826	141.4427157	5.93	0.177097069	A0V + B	-0.007
78542							16.03487684	52.91600607	251.2562814	5.93	-1.07058464	K5III	1.498
79120							16.14969463	3.45444515	131.9261214	5.93	0.3283460282	K5III	1.471
79137							16.15307314	6.38050993	30.45066991	5.93	3.512015742	K1+...	0.988
79953							16.31978681	49.03807805	195.6947162	5.93	-0.5278954993	K6III	1.369
81523							16.65145421	-37.21726333	133.1557923	5.93	0.308199685	B9.5V+...	-0.035
83896							17.14654045	-30.40356872	81.9000819	5.93	1.36357832	Fm	0.276
84731							17.32014191	-59.69459145	628.9308176	5.93	-3.063014378	K2IIICN...	1.389
85520							17.47747544	-55.16966503	275.4820937	5.93	-1.270466875	G8II/III	1.113
87074							17.79355351	-14.72578118	156.4945227	5.93	-0.0424957092	B9V	0.009
87813							17.93862257	-15.81236072	76.27765065	5.93	1.518013459	A0V	0.024
91347							18.63178546	-21.39756504	96.33911368	5.93	1.010986768	A5IV	0.189
93624							19.06597824	-51.01824471	89.52551477	5.93	1.170265866	K0/K1III	1.236
93763							19.09477206	-15.66039343	266.6666667	5.93	-1.199843661	B8IIIsp...	-0.015
96977							19.71239015	32.42674436	689.6551724	5.93	-3.263159989	A5III	0.118
103836							21.04084786	-38.53055847	65.74621959	5.93	1.84064607	K2III	1.106
103956							21.06321801	53.28582252	124.2236025	5.93	0.4589794018	K0III	1.001
109577							22.19759245	16.04059653	55.92841163	5.93	2.191837572	K1III	0.951
112041							22.69331721	41.54897766	99.20634921	5.93	0.9473026605	G9III	0.998
112241							22.73478116	39.46541736	198.4126984	5.93	-0.5578473178	K5III+...	1.49
117541							23.83740228	-9.9743269	94.07337723	5.93	1.062666323	K0IV	1.133
13473	For	Fornax		Psi		ψ For	2.89287589	-38.43708698	59.41770648	5.93	2.06042058	F5V	0.437
92398	Lyr	Lyra		8Nu 1	8 Lyr	ν1 Lyr	18.82942019	32.81283298	309.5975232	5.93	-1.523987388	B3IV	-0.154
55874	Crt	Crater		16Kap	16 Crt	κ Crt	11.45265979	-12.3568071	67.06908115	5.93	1.797388217	F4III-IV	0.49
76424	Ser	Serpens		18Tau5	18 Ser	τ5 Ser	15.60810988	16.1190982	49.01960784	5.93	2.478150837	F3V	0.354
94311	Lyr	Lyra		19	19 Lyr		19.19611418	31.2834636	300.3003003	5.93	-1.457778833	B9p Si	-0.062
117761	Psc	Pisces		24	24 Psc		23.88208892	-3.15537813	153.1393568	5.93	0.0045659064	G9III	1.069
50885	Sex	Sextans		25	25 Sex		10.39069668	-4.07404512	107.7586207	5.93	0.7677398811	B9p Si(CrSr)	-0.048
27249	Cam	Camelopardalis		26	26 Cam		5.77510262	56.11571824	59.20663114	5.93	2.068148248	A4Vn	0.164
5594	Cet	Cetus		34	34 Cet		1.19542848	-2.25102487	135.1351351	5.93	0.2761585987	K4III	1.403
37949	Cam	Camelopardalis		51	51 Cam		7.77778864	65.45563092	101.8329939	5.93	0.8905574389	K2III:	1.183
90844	Ser	Serpens		61	61 Ser		18.53249682	-1.00296614	174.8251748	5.93	-0.283019856	A4III	0.17
105811	Cyg	Cygnus		69	69 Cyg		21.42972782	36.66740768	847.4576271	5.93	-3.710589964	B0Ib	0.033
1096							0.22839456	-26.02215399	310.5590062	5.94	-1.520720642	K5III	1.548
2377							0.50553158	59.977564	220.2643172	5.94	-0.7747207357	B9IIIn	-0.003
3521							0.74920103	-42.67632489	66.62225183	5.94	1.821903461	A7V	0.297
7643							1.64097059	-36.5279533	99.00990099	5.94	0.9616068689	K0III	1.045
8423							1.81078941	37.95293583	94.60737938	5.94	1.060374937	K0III	0.975
8593							1.84846631	-50.20612713	74.79431563	5.94	1.570657036	A1V	0.154
13367							2.866319	68.88851683	432.9004329	5.94	-2.241940101	F5:Ib-II	0.7
15669							3.36454772	49.07105892	45.74565416	5.94	2.638250788	F6V	0.468
19376							4.15043351	13.39829829	136.6120219	5.94	0.2625554053	B9.5V	0.052
20619							4.41815558	-61.23824628	196.8503937	5.94	-0.5306814386	K4/K5III	1.533
21247							4.55850598	72.52882555	114.416476	5.94	0.6475571632	A8m	0.306
25291							5.41070182	31.14316298	251.8891688	5.94	-1.066047466	B9III	0.034
32938							6.86179161	-36.230126	55.12679162	5.94	2.233186414	A3V	0.183
34358							7.12289203	34.00936165	208.7682672	5.94	-0.6583224329	K4III	1.507
34817							7.20717502	-36.54439953	277.0083102	5.94	-1.272463991	B4V	-0.145
38167							7.82073704	-35.24330796	146.627566	5.94	0.1089218733	B9V	-0.051
45661							9.30720664	35.36412574	154.7987616	5.94	-0.00883741	A8V	0.177
56318							11.5465392	-7.8275244	176.366843	5.94	-0.2920847055	K4III	1.38
56727							11.63014089	-67.62035361	106.6098081	5.94	0.8010141919	K0III	1.013
60157							12.33634291	-22.17562676	145.3488372	5.94	0.1279421912	K0III+...	0.824
70384							14.40024451	8.24400431	117.7856302	5.94	0.5845384512	A3V	0.066
77272							15.77635622	55.47460243	319.4888179	5.94	-1.582278312	K3III	1.404
82902							16.94133388	-52.28364331	96.61835749	5.94	1.014701749	A0III	-0.069
84105							17.19407635	-48.87338828	254.4529262	5.94	-1.088037248	M1/M2III	1.786
85382							17.44615702	34.69569698	85.98452279	5.94	1.267898574	A0V	-0.017
86266							17.62672342	-15.57103656	819.6721311	5.94	-3.628200847	F0IV	0.357
87390							17.85904807	-40.77232768	226.2443439	5.94	-0.8328886533	M2III	1.572
88694							18.10656756	-36.01980798	17.36714137	5.94	4.741358303	G3V	0.615
107374							21.74813427	62.46057429	617.2839506	5.94	-3.012424927	O9II	0.312
108849							22.05103949	-76.11826634	61.72839506	5.94	1.987575073	F3III	0.399
111925							22.67177801	53.84597214	105.374078	5.94	0.8263310621	B8V	0.946
113686							23.02547276	-4.71147966	813.0081301	5.94	-3.610474443	K0	0.992
104101	Equ	Equuleus		4	4 Equ		21.09077468	5.95848857	36.954915	5.94	3.101638961	F8V	0.538
31676	Lyn	Lynx		8	8 Lyn		6.62823339	61.48190031	53.13496281	5.94	2.313098096	G8IV-V	0.899
101123	Cap	Capricornus		12Omi	12 Cap	ο Cap	20.49830328	-18.58298474	73.26007326	5.94	1.615663257	A1V	0.062
2787	Cet	Cetus		14	14 Cet		0.5924305	-0.50545908	55.64830273	5.94	2.212740386	F5IV	0.444
41117	Cnc	Cancer		20	20 Cnc		8.38940876	18.33228008	121.0653753	5.94	0.5249002366	A9V	0.175
41578	Cnc	Cancer		29	29 Cnc		8.47704103	14.21085416	94.33962264	5.94	1.066529326	A5V	0.201
56148	UMa	Ursa Major		58	58 UMa		11.50865853	43.17304329	56.11672278	5.94	2.194538499	F4V	0.524
36156	Gem	Gemini		61	61 Gem		7.44898028	20.25758199	124.3781095	5.94	0.4662802437	F2Vn	0.336
10234	Cet	Cetus		63	63 Cet		2.19328932	-1.82534866	108.6956522	5.94	0.7589391367	G9III:	0.967
5661							1.21260197	-37.85640391	73.42143906	5.95	1.620885538	A9IV: (+F/G)	0.281
7447							1.59851811	17.43378965	59.70149254	5.95	2.070074057	F0IV	0.259
12821							2.74713058	67.82470926	124.6882793	5.95	0.4708718414	A5III	0.136
17846							3.818923	43.96302293	69.3000693	5.95	1.746331656	A9IV	0.279
19996							4.28867529	-6.47215975	168.9189189	5.95	-0.1883914664	G8III:	1.078
20241							4.33733814	41.80815345	106.1571125	5.95	0.820254514	K0III	0.962
20892							4.477504	-19.45859808	99.10802775	5.95	0.9694558312	K2III	1.215
21042							4.5112026	-35.65358006	112.1076233	5.95	0.7018242719	K0II	1.005
27253							5.77637741	1.16853796	42.42681375	5.95	2.811797913	G4V	0.773
27713							5.86881406	-9.04197853	116.2790698	5.95	0.6224922562	A2Vn	0.1
28085							5.93727674	-22.84005515	89.44543828	5.95	1.192209018	K0/K1III	1.107
31599							6.61294455	-13.32097688	235.8490566	5.95	-0.913170717	K4/K5III	1.562
33729							7.00660018	-8.40682482	336.7003367	5.95	-1.686217753	B9III	-0.075
35054							7.24920843	-41.42641755	169.2047377	5.95	-0.1920625956	B4III/IV	-0.146
35127							7.26200664	-10.58360286	123.1527094	5.95	0.4977801462	K0	1.173
36345							7.48087767	-31.84841156	178.5714286	5.95	-0.309059865	B3V+...	-0.156
36496							7.50858507	-54.39943169	132.8021248	5.95	0.333974881	M1III	1.585
37478							7.69309907	3.6248275	154.5595054	5.95	0.0045214033	A0V	-0.032
40693							8.30660563	-12.62976955	12.58178158	5.95	5.451289292	K0V	0.754
41321							8.43100468	-64.60065452	109.7694841	5.95	0.7475918849	G8/K0III	0.971
42147							8.59131163	-26.84353277	257.0694087	5.95	-1.100251993	A1V+...	0.393
43899							8.94281443	-16.70868242	226.2443439	5.95	-0.8228886533	K3III	1.544
44897							9.14755686	33.88249742	19.13875598	5.95	4.540431474	F9V	0.585
46859							9.54882754	-13.51680632	252.5252525	5.95	-1.06152407	K4III	1.501
48191							9.82448571	-37.1867849	124.8439451	5.95	0.4681625804	K2III	1.245
48527							9.89725309	-51.1467146	523.5602094	5.95	-2.644833164	B2V	-0.152
52577							10.7511174	67.41138225	347.2222222	5.95	-1.753037561	C5II	2.382
53035							10.85151113	-3.09264065	157.7287066	5.95	-0.0395537106	K2	1.475
53334							10.9082215	-61.82661289	510.2040816	5.95	-2.588719643	K4III	1.736
56970							11.67847006	-53.96854858	326.7973856	5.95	-1.621392868	M1III	1.67
58460							11.98820492	33.16702114	205.7613169	5.95	-0.6168186537	K1III	1.153
58921							12.08256836	-60.96823848	202.8397566	5.95	-0.5857654036	M2III	1.691
59050							12.10641217	-65.70942594	173.6111111	5.95	-0.2478875829	G8/K0III	0.613
60595							12.41994468	-11.61051268	64.55777921	5.95	1.900257089	A1V	0.043
68009							13.92749694	-82.66613365	267.3796791	5.95	-1.185641989	K2/K3III:p	1.411
76716							15.66574609	-59.90781512	30.92145949	5.95	3.498700078	F6V	0.505
76877							15.69852874	-76.08186451	115.6069364	5.95	0.6350805373	B9V	-0.034
79797							16.28485612	-67.94107968	55.15719801	5.95	2.241989021	A4V	0.159
82650							16.89512138	-43.05089096	355.8718861	5.95	-1.806468401	M3II/III	1.643
83235							17.01027594	-35.9339762	89.44543828	5.95	1.192209018	K2IIICN...	1.161
84226							17.21626581	-32.4383273	1149.425287	5.95	-4.352403737	B1Ib	0.071
84425							17.26002159	-38.59295116	30.67484663	5.95	3.516088	G0V	0.58
87875							17.95119524	0.06668731	95.60229446	5.95	1.047658423	A3V	0.11
90606							18.48889469	-80.23255408	106.8376068	5.95	0.8063792437	K2III	1.173
93862							19.11544314	-48.29911462	107.1811361	5.95	0.7994082187	A0V	-0.017
98461							20.00442182	-37.70171669	96.8054211	5.95	1.020501608	G8/K0III	0.989
100501							20.37924859	41.02613288	262.4671916	5.95	-1.145375122	M0III	1.632
103545							20.97829804	-14.48308081	84.53085376	5.95	1.314923723	A9V	0.244
111045							22.49609469	-27.10723481	42.08754209	5.95	2.829232182	F0V	0.362
116368							23.58036961	-15.24579181	107.6426265	5.95	0.79007857	K4III	1.35
116714							23.65282216	75.29284842	80.64516129	5.95	1.417108426	A3V	0.124
117265							23.77686811	66.78225128	531.9148936	5.95	-2.679210754	B2IV	-0.049
118092							23.95549448	-62.95661191	62.85355123	5.95	1.958350898	A2p	0.101
23261	Aur	Auriga		5	5 Aur		5.00509646	39.39470389	53.02226935	5.95	2.327708442	F5V	0.415
16664	Tau	Taurus		7	7 Tau		3.574062	24.46447543	159.2356688	5.95	-0.0602017813	A3V	0.123
62207	CVn	Canes Venatici		10	10 CVn		12.74991006	39.27857766	17.37015807	5.95	4.750981147	G0V	0.557
59285	Vir	Virgo		10	10 Vir		12.16146813	1.89832789	83.7520938	5.95	1.335021634	K3III	1.12
50319	Leo	Leo		35	35 Leo		10.27567137	23.50301282	30.35822708	5.95	3.538617974	G2IV	0.655
4903	And	Andromeda		39	39 And		1.04840996	41.34519861	105.374078	5.95	0.8363310621	A5m	0.161
77939	Lib	Libra		47	47 Lib		15.91676957	-19.38288098	191.2045889	5.95	-0.4574915557	B2/B3V	-0.013
64224	Vir	Virgo		50	50 Vir		13.16258009	-10.32930884	201.2072435	5.95	-0.5682180563	K5III	1.49
54049	Leo	Leo		62	62 Leo		11.06017427	-0.00083195	170.9401709	5.95	-0.2142206696	K3III	1.218
44892	Cnc	Cancer		75	75 Cnc		9.14650583	26.63001213	31.26954346	5.95	3.474392297	G5IV	0.654
117500	Peg	Pegasus		79	79 Peg		23.82759792	28.84232813	81.83306056	5.95	1.38535603	A2m	0.187
56473	Leo	Leo		90	90 Leo		11.57847134	16.79691629	609.7560976	5.95	-2.97578076	B4V	-0.156
1706							0.3579841	-77.42685699	213.6752137	5.96	-0.6887707346	K3III	1.397
8598							1.84919125	51.93369809	44.60303301	5.96	2.713178041	F5V	0.419
10296							2.21042005	24.16779356	173.3102253	5.96	-0.2341209342	K0	1.366
15968							3.42673707	-69.33659399	39.29273084	5.96	2.988438933	F3V	0.415
22361							4.81396198	75.94154357	45.62043796	5.96	2.664202749	A9IV	0.283
24786							5.31395441	-18.13019946	24.93143854	5.96	3.97626331	G0V	0.572
26535							5.64388131	-6.57395768	480.7692308	5.96	-2.449683325	B1.5IV	-0.216
27560							5.8369612	4.42349901	155.5209953	5.96	0.0010548646	K2III	1.361
27747							5.8731692	19.86785634	420.1680672	5.96	-2.157115215	B9V + G	0.549
33603							6.98250745	3.60236429	284.0909091	5.96	-1.307286683	G8III	1.056
33929							7.04042268	17.7554551	414.9377593	5.96	-2.129914787	M1.5	1.518
34002							7.05498037	9.13834729	79.42811755	5.96	1.460128651	A3Vs	0.126
34349							7.12036138	-51.9683879	173.0103806	5.96	-0.2303608079	K0III	0.996
35084							7.25590767	-52.49951781	119.1895113	5.96	0.5788098041	K0V	1.099
39527							8.07844653	-50.59039998	416.6666667	5.96	-2.138943791	G5II	1.213
40932							8.35336165	-57.97323049	729.9270073	5.96	-3.356397164	B1.5III	-0.092
41328							8.43211016	-14.9297554	102.145046	5.96	0.913913459	A3m...	0.167
42365							8.63861052	32.80202805	112.6126126	5.96	0.7020648289	K2III:	1.111
43553							8.86993821	45.3129001	165.0165017	5.96	-0.1276368792	K0III	1.233
45590							9.29199044	46.81719916	112.4859393	5.96	0.7045088049	A1V	0.063
47224							9.62456088	-36.09599061	103.4126163	5.96	0.8871323704	K2III	1.118
47401							9.65775461	67.27232436	166.6666667	5.96	-0.1492437481	K5	1.528
52127							10.64991802	-58.81688568	198.8071571	5.96	-0.5321600747	M1III	1.692
56452							11.5749869	-32.83334205	9.538344144	5.96	6.062635061	K0V	0.811
61158							12.53226469	-63.50589876	73.74631268	5.96	1.621298448	A8III	0.263
66427							13.61834776	-44.14316883	115.4734411	5.96	0.6475894601	G8/K0III	0.936
66924							13.71529519	-41.4009514	108.1081081	5.96	0.7907086637	K0III	1.019
66984							13.72780442	-42.06751103	487.804878	5.96	-2.481230695	B8III	-0.075
68455							14.01461513	-66.26885149	76.86395081	5.96	1.531386483	F0V	0.352
69174							14.15973955	-51.50464539	168.0672269	5.96	-0.1674151714	B9IV	-0.053
70894							14.49736377	0.82891135	76.33587786	5.96	1.546356478	A5IV	0.159
74696							15.26490596	-48.07364079	51.75983437	5.96	2.39003561	A3m	0.21
81966							16.74437606	-53.15228963	210.9704641	5.96	-0.6611082916	G8III	1.23
93537							19.05105651	-19.24565829	454.5454545	5.96	-2.327886596	K0II/III	1.158
100256							20.33338644	13.54810109	90.17132552	5.96	1.184657731	A5m	0.299
103371							20.9429939	44.92472729	1204.819277	5.96	-4.444609538	O6...	0.02
106642							21.60067837	45.37458683	189.3939394	5.96	-0.4268303873	M4IIIe-M6e	1.341
107350							21.74199734	14.77221491	18.39249586	5.96	4.636796665	G0V	0.587
108505							21.98152998	62.69795151	393.7007874	5.96	-2.015831417	M3III	1.64
115144							23.32336264	-18.07539972	342.4657534	5.96	-1.713085743	K2/K3III	1.534
0	CrB	Corona Borealis		2Eta	2 CrB	η CrB	15.38650515	30.28878737	18.62197393	5.96	4.609871429	G2 V	
39659	Cnc	Cancer		9Mu 1	9 Cnc	μ1 Cnc	8.10511097	22.63551163	191.9385797	5.96	-0.4558113835	M3III	1.652
89440	Sgr	Sagittarius		16	16 Sgr		18.25360254	-20.38796936	10000000	5.96	-9.04	B0.5Ib/II	-0.023
89448	Dra	Draco		37	37 Dra		18.25473581	68.75596485	87.10801394	5.96	1.25970944	K1III:	1.055
110179	Aqr	Aquarius		45	45 Aqr		22.31686013	-13.30497087	108.577633	5.96	0.781298151	K0III	1.075
107302	Cap	Capricornus		45	45 Cap		21.73360521	-14.7493955	52.41090147	5.96	2.362891852	A7IV/V	0.219
43587	Cnc	Cancer		55Rho1	55 Cnc	ρ1 Cnc	8.87670358	28.33138843	12.53132832	5.96	5.470014457	G8V	0.869
9631	Cet	Cetus		61	61 Cet		2.06336751	-0.34014611	101.1122346	5.96	0.935981458	G5V...	0.851
101082	Dra	Draco		74	74 Dra		20.49092048	81.09073843	62.97229219	5.96	1.964252491	K0III+...	0.942
4572							0.97527748	66.35182541	115.3402537	5.97	0.6600954874	A0III	-0.008
6492							1.39026457	20.4689899	253.8071066	5.97	-1.052518891	K5	1.677
7906							1.69423393	30.04713542	160.5136437	5.97	-0.0575597667	K0III	1.015
9533							2.04307718	13.47672808	259.0673575	5.97	-1.097063477	M2III	1.584
13679							2.9371468	8.38177807	44.52359751	5.97	2.72704876	F7IV	0.478
14764							3.17743759	11.87269252	160.2564103	5.97	-0.0540770516	B8V	-0.061
15334							3.29603814	39.28341373	186.2197393	5.97	-0.3801285715	A2IV	0.056
18170							3.88609957	17.32715595	41.42502071	5.97	2.883686329	F4V	0.354
20614							4.41584991	19.0420923	49.01960784	5.97	2.518150837	F4V	0.378
21847							4.6972436	38.28042013	31.22073057	5.97	3.497784693	G0V	0.593
22697							4.87974652	27.89757233	107.8748652	5.97	0.8053986707	F2IV	0.368
23831							5.12357833	-12.49100914	36.23188406	5.97	3.17454541	G2V	0.606
26386							5.6178754	11.03504389	251.8891688	5.97	-1.036047466	K4II SB	1.592
26926							5.71497438	-6.79631491	50.15045135	5.97	2.46862577	F3V	0.447
27435							5.80969563	-4.09408727	15.56420233	5.97	5.00936566	G4V	0.639
27588							5.84167372	2.02471682	346.0207612	5.97	-1.725510786	G8III+...	0.953
28110							5.94112099	9.50941963	213.6752137	5.97	-0.6787707346	A0IV	-0.038
29771							6.26880456	-16.61800865	256.4102564	5.97	-1.074676965	B2/B3V	-0.167
41250							8.41589321	-42.76985034	952.3809524	5.97	-3.924053505	B3V	-0.159
48802							9.95376997	57.4183508	143.0615165	5.97	0.1923858787	G8III	0.895
50480							10.30785168	-41.66849763	168.9189189	5.97	-0.1683914664	B9V	-0.063
52340							10.69766002	-79.78330226	306.7484663	5.97	-1.463912	B5IV	-0.071
65545							13.43652245	-1.19248368	75.18796992	5.97	1.589258205	A7III	0.183
67485							13.82928567	61.48954562	121.0653753	5.97	0.5549002366	G3V	0.974
73937							15.10922579	-30.91841299	95.78544061	5.97	1.063502493	Ap Si	-0.076
76311							15.58783805	53.9221386	121.3592233	5.97	0.5496360585	K4III:	1.184
79938							16.3167869	-14.87282262	265.2519894	5.97	-1.148293249	K3IIICNpvar	1.475
84656							17.3064667	38.81121445	98.03921569	5.97	1.013000859	G7III:	1.011
86575							17.69231241	6.31316423	380.2281369	5.97	-1.930221258	G7III	1.271
86871							17.74884553	-57.54551015	124.5330012	5.97	0.4935777264	G8III	0.912
89047							18.17542561	54.2859522	50	5.97	2.475149978	K1III	0.943
96760							19.66865192	-23.42905463	127.2264631	5.97	0.4471127302	K0III	1.038
101986							20.66755992	43.4590163	144.3001443	5.97	0.1736661731	K2III	1.186
104752							21.22192701	-36.42353599	103.4126163	5.97	0.8971323704	K0III	0.967
105224							21.31444811	11.20333527	384.6153846	5.97	-1.95513326	K5III	1.612
105727							21.41372248	80.52485397	108.9324619	5.97	0.784213406	G6III:	0.95
108975							22.07687745	-26.8223356	346.0207612	5.97	-1.725510786	B3V (+B)	-0.167
109602							22.20224653	24.950637	934.5794393	5.97	-3.883081112	K0	1.5
111515							22.59343311	-23.99107868	103.5196687	5.97	0.8948856321	K1III	0.984
113801							23.04563533	-20.87039619	76.86395081	5.97	1.541386483	K0III	0.946
114189							23.12462431	21.13437231	39.93610224	5.97	2.963171623	A5V	0.259
67239	Boo	Boötes		3	3 Boo		13.77870415	25.70238073	83.54218881	5.97	1.360470752	F6IV-V	0.523
106340	PsA	Piscis Austrinus		6	6 PsA		21.53738196	-33.94461293	126.2626263	5.97	0.4636259079	A2V	0.051
17027	Eri	Eridanus		21	21 Eri		3.65031269	-5.62570656	35.16174402	5.97	3.23964796	K1V	0.921
5510	Cet	Cetus		33	33 Cet		1.17598814	2.44570842	275.4820937	5.97	-1.230466875	K4III	1.491
63533	Com	Coma Berenices		38	38 Com		13.01933893	17.1232026	122.8501229	5.97	0.5231220244	K0III	0.971
99171	Aql	Aquila		64	64 Aql		20.13382082	-0.67802026	47.86979416	5.97	2.5696922	K1IV	1.023
5778	Psc	Pisces		87	87 Psc		1.23545783	16.13354221	153.3742331	5.97	0.0412379787	B8III	-0.082
518							0.10431626	58.43668966	20.28397566	5.98	4.444234596	G5V	0.687
6711							1.43849971	43.45788606	41.30524577	5.98	2.899973947	F7V	0.52
12562							2.69281459	-14.54941172	49.28536225	5.98	2.516410235	F5V	0.429
15241							3.2764423	32.18421948	168.9189189	5.98	-0.1583914664	G8IV	0.988
16339							3.51024956	-47.3751741	113.507378	5.98	0.7048795421	A2V	0.116
16599							3.56086163	54.97486087	67.98096533	5.98	1.818063364	A3V	0.114
22840							4.91408569	0.46717846	295.8579882	5.98	-1.375416499	B5V	-0.116
24831							5.32324642	-27.3688642	136.7989056	5.98	0.2995868848	A0V	-0.022
26606							5.65508694	29.21523028	361.0108303	5.98	-1.807601155	B2IV-V	0.144
28562							6.02862575	48.95946915	210.5263158	5.98	-0.6365319519	K0	1.437
36055							7.43088993	-5.77495377	581.3953488	5.98	-2.842357766	CIb...	0.901
36236							7.46192737	-22.85919757	270.2702703	5.98	-1.17899138	B5III	-0.088
39014							7.98383653	-45.21586305	330.0330033	5.98	-1.612786858	B4V	-0.143
41674							8.49601503	-46.33172799	193.0501931	5.98	-0.4483512013	B7IV	-0.127
43550							8.86945852	42.00288543	147.0588235	5.98	0.1425445635	K0III	1.251
45412							9.2539884	34.63339985	139.4700139	5.98	0.2575957783	G6III	0.839
49844							10.17713774	-41.71493294	68.35269993	5.98	1.806221631	K3III	1.239
51623							10.5466157	-58.66675023	3448.275862	5.98	-6.708010011	A2Iab	0.29
52827							10.80150441	-59.91916925	10000000	5.98	-9.02	A0Ia	0.274
57165							11.72422255	-37.19010227	183.4862385	5.98	-0.3380174886	K3III	1.449
64033							13.12341946	-59.86049011	378.7878788	5.98	-1.911980366	B9IV+...	0.435
66907							13.7120614	34.98899453	149.0312966	5.98	0.1136126008	G5III	0.857
68498							14.02233604	8.89490924	88.26125331	5.98	1.251149549	A2V	0.089
74224							15.16870645	-38.79246057	143.2664756	5.98	0.1992771131	G6III	0.867
74561							15.23500407	31.78791816	179.5332136	5.98	-0.2907240241	K5	1.552
